x1,x2,x3,x4,x5,y1,y2,y3,y4
2.0,6.0,0.0,17.0,4.0,242,1,1,27
4.0,6.0,0.0,17.0,4.0,291,1,2,8
21.0,16.0,7.0,14.0,4.0,827,1,1,17
25.0,9.0,89.0,8.0,4.0,824,1,1,17
23.0,25.0,243.0,8.0,4.0,1339,1,2,0
1.0,6.0,93.0,5.0,4.0,1623,1,1,17
23.0,25.0,0.0,17.0,4.0,618,1,2,0
15.0,16.0,67.0,5.0,4.0,822,1,1,17
2.0,10.0,109.0,1.0,4.0,2136,1,1,27
23.0,16.0,60.0,5.0,4.0,932,1,1,17
26.0,16.0,120.0,5.0,4.0,1296,1,1,17
0.0,6.0,640.0,10.0,6.0,1010,1,2,0
23.0,16.0,5.0,10.0,4.0,935,1,1,17
4.0,6.0,601.0,12.0,6.0,1860,1,2,0
2.0,6.0,602.0,12.0,6.0,1016,1,2,0
1.0,5.0,83.0,1.0,4.0,1719,2,8,21
26.0,25.0,221.0,10.0,6.0,2051,1,2,0
26.0,6.0,595.0,12.0,6.0,109,1,2,0
2.0,6.0,30.0,12.0,4.0,281,1,2,0
15.0,16.0,100.0,1.0,4.0,187,1,1,9
25.0,4.0,0.0,17.0,4.0,1621,1,1,17
13.0,16.0,0.0,17.0,4.0,935,1,1,17
5.0,6.0,43.0,12.0,4.0,171,2,8,21
30.0,7.0,31.0,12.0,4.0,2040,1,1,24
30.0,7.0,31.0,12.0,4.0,2040,1,1,24
7.0,0.0,83.0,5.0,4.0,117,1,1,1
15.0,16.0,102.0,1.0,4.0,1416,1,1,9
2.0,6.0,96.0,1.0,4.0,1398,1,1,27
25.0,13.0,0.0,17.0,4.0,1541,1,1,1
7.0,0.0,75.0,5.0,4.0,2424,1,1,1
23.0,25.0,135.0,1.0,4.0,783,1,2,0
2.0,10.0,6.0,9.0,4.0,579,1,1,27
10.0,4.0,518.6810302734375,9.0,7.0,1859,1,1,17
10.0,20.0,52.0,13.0,4.0,2319,1,2,0
2.0,20.0,0.0,17.0,4.0,605,1,2,0
7.0,20.0,0.0,17.0,4.0,293,1,2,0
16.0,27.0,51.0,12.0,4.0,426,1,2,0
26.0,25.0,0.0,17.0,2.0,454,1,2,0
1.0,20.0,0.0,16.0,4.0,800,1,2,0
10.0,12.0,0.0,17.0,4.0,2195,1,2,0
26.0,25.0,8.0,12.0,4.0,488,1,2,0
16.0,25.0,0.0,17.0,2.0,1170,1,2,0
8.0,20.0,0.0,17.0,2.0,6,1,2,19
2.0,25.0,0.0,17.0,4.0,963,1,2,0
23.0,27.0,36.0,12.0,4.0,1389,1,2,0
4.0,25.0,0.0,17.0,4.0,973,1,2,0
10.0,29.0,0.0,17.0,4.0,1370,1,1,9
2.0,10.0,14.0,12.0,4.0,2097,1,2,29
2.0,20.0,0.0,17.0,4.0,446,1,2,0
30.0,20.0,0.0,17.0,4.0,1751,1,2,0
2.0,20.0,0.0,17.0,2.0,2228,1,2,0
10.0,25.0,11.0,12.0,4.0,1669,1,2,0
4.0,25.0,0.0,17.0,4.0,2280,1,2,0
2.0,25.0,50.0,4.0,4.0,1122,1,2,0
10.0,12.0,42.0,14.0,4.0,1967,1,2,0
2.0,25.0,0.0,17.0,4.0,233,1,2,0
26.0,25.0,64.0,17.0,4.0,410,1,2,0
12.0,27.0,0.0,17.0,4.0,2239,1,2,30
4.0,25.0,0.0,17.0,4.0,1148,1,2,0
23.0,25.0,52.0,5.0,4.0,1579,1,2,0
20.0,25.0,0.0,17.0,4.0,1120,1,2,0
25.0,12.0,102.0,1.0,4.0,1109,1,2,0
30.0,25.0,84.0,1.0,4.0,801,1,2,0
15.0,16.0,123.0,5.0,4.0,185,1,1,17
2.0,6.0,0.0,17.0,4.0,1005,2,8,32
2.0,6.0,154.0,5.0,4.0,89,1,2,0
25.0,25.0,14.0,1.0,4.0,2023,1,2,0
1.0,10.0,6.0,5.0,4.0,817,1,1,17
7.0,20.0,85.0,8.0,4.0,224,1,2,8
2.0,25.0,0.0,17.0,4.0,1013,1,2,0
26.0,25.0,0.0,17.0,4.0,2274,1,2,0
10.0,25.0,257.0,8.0,4.0,1641,1,2,0
2.0,10.0,25.0,13.0,4.0,865,1,2,29
12.0,25.0,27.0,14.0,2.0,900,1,2,0
20.0,25.0,0.0,17.0,4.0,1386,1,2,0
4.0,10.0,0.0,17.0,4.0,725,1,2,0
12.0,25.0,31.0,14.0,2.0,2273,1,1,13
15.0,25.0,0.0,17.0,4.0,557,1,2,0
4.0,12.0,57.0,8.0,4.0,1367,1,1,17
4.0,27.0,8.0,10.0,4.0,329,1,1,17
8.0,20.0,21.0,10.0,4.0,2058,1,1,24
7.0,25.0,0.0,17.0,4.0,547,1,2,0
7.0,25.0,0.0,17.0,4.0,520,1,2,0
26.0,25.0,0.0,17.0,4.0,1134,1,2,0
2.0,30.0,23.0,12.0,2.0,1812,1,2,0
10.0,25.0,8.0,12.0,2.0,2130,1,1,24
10.0,12.0,0.0,17.0,4.0,1969,1,2,0
2.0,25.0,6.0,9.0,4.0,2198,1,2,0
4.0,20.0,12.0,12.0,2.0,87,1,2,0
10.0,20.0,0.0,17.0,2.0,2251,1,2,0
10.0,27.0,0.0,17.0,2.0,2338,1,2,0
10.0,25.0,17.0,12.0,4.0,497,1,2,0
4.0,25.0,8.0,10.0,4.0,462,1,2,0
4.0,25.0,0.0,17.0,2.0,950,1,2,0
8.0,25.0,0.0,17.0,4.0,1493,1,2,0
25.0,25.0,0.0,17.0,4.0,1849,1,2,0
7.0,20.0,0.0,17.0,4.0,1071,1,2,0
9.0,27.0,26.0,13.0,4.0,989,1,2,0
7.0,20.0,7.0,14.0,4.0,2336,1,2,0
10.0,25.0,56.0,12.0,4.0,112,1,2,0
2.0,25.0,372.0,5.0,4.0,905,1,1,24
9.0,10.0,0.0,17.0,4.0,2269,1,1,27
10.0,18.0,8.0,12.0,4.0,1080,1,2,0
9.0,12.0,7.0,12.0,4.0,29,1,2,0
9.0,11.0,467.0,1.0,4.0,805,1,5,10
4.0,30.0,0.0,17.0,4.0,1793,1,2,0
10.0,25.0,0.0,17.0,2.0,1255,1,2,0
2.0,25.0,570.0,13.0,4.0,1727,1,2,0
7.0,25.0,19.0,10.0,2.0,530,1,2,0
2.0,25.0,0.0,17.0,4.0,314,1,1,24
10.0,25.0,0.0,17.0,4.0,1666,1,2,0
2.0,25.0,0.0,17.0,4.0,1145,1,2,0
25.0,25.0,98.0,1.0,4.0,395,1,2,0
8.0,25.0,8.0,13.0,4.0,967,1,2,0
2.0,20.0,0.0,11.0,4.0,1101,1,2,0
1.0,20.0,69.0,9.0,2.0,1368,1,2,0
7.0,25.0,15.0,10.0,4.0,513,1,2,0
7.0,20.0,614.0,10.0,4.0,664,1,2,0
2.0,25.0,0.0,17.0,4.0,2281,1,2,0
25.0,25.0,0.0,17.0,4.0,1344,1,2,0
2.0,27.0,0.0,17.0,4.0,2337,1,2,0
10.0,20.0,0.0,17.0,4.0,140,1,1,17
17.0,12.0,8.0,12.0,4.0,375,1,1,17
10.0,27.0,0.0,17.0,4.0,1903,1,1,17
2.0,25.0,50.0,5.0,4.0,2057,1,1,24
1.0,25.0,60.0,5.0,4.0,433,1,2,0
9.0,25.0,38.0,8.0,4.0,52,1,2,0
10.0,20.0,30.0,12.0,2.0,1825,1,2,0
2.0,25.0,18.0,10.0,4.0,2226,1,2,0
16.0,25.0,16.0,14.0,2.0,1127,1,2,0
12.0,25.0,0.0,17.0,2.0,1830,1,2,0
16.0,27.0,52.0,8.0,4.0,2090,1,1,9
1.0,6.0,0.0,17.0,4.0,2203,1,1,24
17.0,20.0,87.0,12.0,4.0,266,1,1,4
4.0,20.0,0.0,17.0,4.0,1505,1,1,27
16.0,27.0,37.0,8.0,4.0,623,1,1,17
15.0,25.0,107.0,5.0,4.0,2303,1,1,24
1.0,25.0,0.0,17.0,4.0,1081,1,2,0
17.0,25.0,0.0,17.0,2.0,1636,1,1,17
12.0,20.0,0.0,17.0,2.0,2385,1,2,0
10.0,25.0,0.0,17.0,4.0,1048,1,2,0
7.0,25.0,0.0,17.0,2.0,514,1,2,0
19.0,7.0,82.0,5.0,4.0,2320,1,2,0
23.0,25.0,70.0,10.0,4.0,755,1,2,0
7.0,6.0,88.0,5.0,4.0,1084,1,2,0
6.0,6.0,36.0,12.0,4.0,69,1,2,0
10.0,20.0,64.0,1.0,4.0,2045,1,1,26
4.0,20.0,0.0,17.0,4.0,671,1,1,17
16.0,27.0,36.0,8.0,4.0,2093,1,1,9
18.0,20.0,0.0,17.0,4.0,1649,1,1,27
7.0,12.0,0.0,17.0,4.0,2185,1,1,28
24.0,30.0,112.0,8.0,4.0,1277,1,2,0
18.0,20.0,118.0,10.0,4.0,864,1,2,0
7.0,20.0,0.0,17.0,3.0,183,1,1,27
6.0,25.0,12.0,9.0,2.0,1146,1,2,0
2.0,20.0,112.0,1.0,4.0,1853,1,2,0
7.0,25.0,94.0,1.0,4.0,235,1,2,0
2.0,25.0,36.0,8.0,4.0,450,1,2,0
2.0,25.0,0.0,17.0,4.0,1128,1,2,0
2.0,25.0,64.0,12.0,4.0,1816,1,2,0
2.0,6.0,0.0,17.0,4.0,261,1,2,0
8.0,6.0,6.0,8.0,4.0,2102,1,2,0
7.0,25.0,1600.0,8.0,4.0,484,1,2,0
2.0,25.0,920.0,4.0,4.0,465,1,2,0
7.0,25.0,1080.0,8.0,4.0,465,1,2,0
1.0,0.0,62.0,12.0,4.0,1515,1,1,11
26.0,0.0,25.0,12.0,4.0,1230,1,1,16
4.0,12.0,8.0,12.0,4.0,1180,1,1,17
2.0,17.0,0.0,17.0,4.0,1869,1,2,25
8.0,5.0,21.0,14.0,2.0,1991,1,1,17
7.0,0.0,53.0,12.0,4.0,1231,1,1,16
2.0,0.0,112.0,12.0,4.0,2388,1,1,16
26.0,27.0,0.0,17.0,4.0,1061,1,1,17
25.0,25.0,41.0,10.0,4.0,869,1,2,0
3.0,6.0,34.0,5.0,4.0,1453,1,2,0
1.0,0.0,40.0,8.0,4.0,150,1,1,16
2.0,25.0,8.0,9.0,4.0,1643,1,2,0
25.0,25.0,13.0,10.0,4.0,1689,1,2,0
5.0,0.0,25.0,12.0,4.0,1484,1,1,9
5.0,12.0,32.0,12.0,4.0,1927,1,2,0
4.0,25.0,0.0,17.0,4.0,1149,1,2,0
4.0,6.0,0.0,17.0,4.0,194,1,2,0
1.0,6.0,60.0,5.0,4.0,1756,1,2,0
9.0,16.0,115.0,1.0,4.0,1273,1,1,17
10.0,16.0,74.0,10.0,4.0,1375,1,2,25
25.0,24.0,0.0,17.0,4.0,1383,1,1,16
25.0,9.0,68.0,1.0,4.0,1025,1,1,17
12.0,7.0,0.0,17.0,2.0,1768,1,1,27
2.0,25.0,63.0,10.0,4.0,1245,1,2,0
6.0,25.0,0.0,17.0,3.0,503,1,2,0
7.0,25.0,0.0,17.0,3.0,1667,1,2,0
7.0,25.0,9.0,9.0,3.0,237,1,2,0
23.0,10.0,30.0,12.0,4.0,723,1,2,0
2.0,6.0,13.0,12.0,4.0,1852,1,2,0
4.0,19.0,44.0,9.0,4.0,1786,1,1,27
7.0,25.0,0.0,17.0,6.0,452,1,2,0
12.0,27.0,0.0,17.0,2.0,416,1,2,0
17.0,25.0,0.0,17.0,7.0,344,1,1,16
7.0,25.0,0.0,17.0,6.0,468,1,2,0
5.0,25.0,184.0,1.0,4.0,2273,1,1,13
23.0,6.0,18.0,12.0,4.0,1583,1,1,16
22.0,6.0,0.0,17.0,4.0,2026,1,1,17
4.0,0.0,14.0,12.0,4.0,2374,1,1,16
4.0,0.0,23.0,12.0,4.0,2374,1,1,16
2.0,25.0,8.0,10.0,4.0,1057,1,2,0
4.0,25.0,162.0,1.0,4.0,2305,1,1,24
2.0,10.0,36.0,12.0,4.0,1394,1,1,27
25.0,0.0,0.0,17.0,4.0,1384,1,1,16
7.0,6.0,518.6810302734375,8.800000190734863,7.0,158,1,2,0
15.0,6.0,14.0,9.0,4.0,64,1,1,27
4.0,12.0,96.0,1.0,4.0,1837,1,1,17
25.0,12.0,0.0,17.0,4.0,685,1,1,27
7.0,0.0,41.0,12.0,4.0,1652,1,1,16
2.0,5.0,70.0,12.0,4.0,2124,1,1,17
0.0,6.0,7.0,8.0,4.0,663,1,1,27
4.0,28.0,30.0,12.0,4.0,1792,1,1,16
8.0,27.0,0.0,17.0,4.0,667,1,1,9
2.0,25.0,503.3900146484375,9.949999809265137,7.0,541,1,2,0
2.0,25.0,503.3900146484375,9.949999809265137,7.0,456,1,2,0
12.0,16.0,0.0,17.0,4.0,2363,1,2,25
12.0,16.0,0.0,17.0,4.0,2363,1,2,25
4.0,25.0,206.0,10.0,1.0,1185,1,2,0
7.0,6.0,0.0,9.0,4.0,1752,1,2,0
7.0,11.0,0.0,17.0,4.0,442,1,1,27
10.0,12.0,52.0,14.0,2.0,2282,1,2,0
24.0,6.0,140.0,1.0,4.0,630,1,1,16
4.0,25.0,0.0,17.0,4.0,402,1,2,0
3.0,9.0,10.0,8.0,4.0,83,1,2,30
2.0,6.0,0.0,17.0,4.0,688,1,1,27
3.0,27.0,558.0,9.0,4.0,676,2,8,21
2.0,6.0,0.0,17.0,4.0,1809,1,2,0
7.0,6.0,29.0,14.0,4.0,1812,1,2,0
7.0,6.0,44.0,12.0,4.0,364,1,2,0
9.0,25.0,0.0,11.0,4.0,1581,1,2,0
5.0,7.0,0.0,17.0,4.0,407,1,2,0
2.0,6.0,0.0,17.0,4.0,1496,1,1,27
23.0,21.0,0.0,17.0,4.0,2425,1,2,29
29.0,24.0,607.0,9.0,4.0,1801,1,1,16
26.0,25.0,0.0,17.0,4.0,2152,1,1,16
5.0,9.0,97.0,1.0,4.0,1437,1,1,17
9.0,22.0,124.0,5.0,4.0,0,1,1,16
21.0,2.0,0.0,17.0,4.0,322,1,1,16
2.0,6.0,28.0,5.0,4.0,1382,1,1,16
4.0,12.0,27.0,13.0,4.0,1310,1,1,9
5.0,6.0,22.0,12.0,4.0,11,1,1,9
17.0,6.0,13.0,12.0,2.0,1405,1,1,16
9.0,10.0,11.0,12.0,4.0,2350,1,1,17
17.0,6.0,0.0,17.0,2.0,1785,1,1,16
6.0,6.0,0.0,17.0,6.0,917,1,2,0
17.0,25.0,23.0,12.0,2.0,1735,1,1,16
26.0,27.0,512.0,12.0,4.0,1605,1,1,9
5.0,7.0,0.0,17.0,4.0,2159,1,1,27
7.0,3.0,0.0,17.0,4.0,2184,1,1,28
7.0,25.0,529.0,9.0,6.0,519,1,2,0
29.0,5.0,0.0,17.0,7.0,1913,1,1,17
2.0,16.0,0.0,17.0,4.0,1373,1,2,25
5.0,6.0,0.0,17.0,4.0,639,1,1,27
5.0,6.0,38.0,12.0,4.0,926,1,1,9
9.0,27.0,145.0,5.0,4.0,2341,1,2,0
2.0,16.0,33.0,8.0,4.0,1934,1,1,9
9.0,27.0,121.0,5.0,4.0,653,1,1,17
9.0,12.0,121.0,5.0,4.0,1542,1,1,27
4.0,10.0,0.0,17.0,4.0,2121,1,1,27
7.0,6.0,44.0,12.0,4.0,352,1,1,17
5.0,7.0,0.0,17.0,4.0,658,1,1,9
23.0,8.0,0.0,17.0,4.0,2164,1,1,27
2.0,8.0,0.0,17.0,4.0,1821,1,2,0
17.0,12.0,0.0,17.0,4.0,1094,1,1,27
25.0,16.0,75.0,5.0,4.0,808,1,2,12
25.0,6.0,98.0,8.0,4.0,681,1,1,27
10.0,6.0,0.0,17.0,4.0,42,1,2,0
10.0,6.0,64.0,12.0,4.0,2135,1,1,17
6.0,25.0,534.1900024414062,9.869999885559082,7.0,2332,1,2,0
10.0,25.0,0.0,17.0,3.0,1673,1,2,0
6.0,25.0,409.0,8.0,3.0,1047,1,2,0
4.0,25.0,0.0,17.0,3.0,228,1,2,0
15.0,6.0,0.0,17.0,4.0,2057,1,1,24
29.0,16.0,6.0,8.0,4.0,1870,1,2,25
25.0,10.0,124.0,1.0,4.0,1093,1,1,27
25.0,25.0,13.0,5.0,4.0,1560,1,1,24
25.0,25.0,100.0,1.0,4.0,449,1,2,0
3.0,25.0,31.0,12.0,4.0,2018,1,2,0
4.0,6.0,624.0,10.0,7.0,1952,1,2,0
9.0,16.0,609.0,10.0,2.0,1181,1,1,17
2.0,17.0,513.0,10.0,7.0,1328,1,1,17
26.0,25.0,0.0,17.0,4.0,2019,1,2,0
24.0,25.0,133.35000610351562,6.28000020980835,7.0,332,1,1,16
24.0,25.0,5.0,14.0,4.0,343,1,1,16
7.0,25.0,0.0,17.0,3.0,1677,1,2,0
10.0,25.0,4.0,12.0,3.0,515,1,2,0
6.0,25.0,22.0,12.0,3.0,494,1,2,0
23.0,27.0,192.0,1.0,4.0,1222,1,1,27
10.0,25.0,0.0,17.0,2.0,160,1,2,0
7.0,25.0,0.0,17.0,4.0,231,1,2,0
10.0,25.0,82.0,5.0,4.0,1393,1,1,27
10.0,25.0,82.0,5.0,4.0,1854,1,2,0
2.0,25.0,42.0,9.0,4.0,1015,1,2,0
8.0,27.0,86.0,12.0,4.0,996,1,2,0
24.0,25.0,0.0,17.0,0.0,1512,1,1,16
26.0,12.0,0.0,17.0,4.0,654,1,1,17
4.0,6.0,0.0,17.0,4.0,1918,1,1,27
24.0,28.0,7.0,10.0,4.0,2396,1,1,11
5.0,7.0,0.0,17.0,4.0,91,1,1,11
25.0,16.0,113.0,1.0,4.0,828,1,1,17
30.0,25.0,1270.0,10.0,6.0,1997,1,2,0
23.0,25.0,882.0,10.0,6.0,596,1,2,0
2.0,25.0,771.0,10.0,6.0,47,1,2,0
5.0,6.0,0.0,17.0,4.0,202,1,2,2
18.0,6.0,0.0,17.0,4.0,2293,1,1,17
4.0,6.0,0.0,11.0,4.0,2160,1,1,9
4.0,6.0,0.0,17.0,4.0,2097,1,2,29
5.0,6.0,0.0,17.0,4.0,1467,1,2,0
4.0,6.0,0.0,17.0,4.0,804,1,2,0
23.0,18.0,54.0,12.0,4.0,1209,1,1,24
1.0,6.0,0.0,17.0,4.0,1069,1,1,17
15.0,6.0,4.0,10.0,4.0,1398,1,1,27
12.0,27.0,0.0,17.0,4.0,72,1,1,27
4.0,13.0,7.0,9.0,4.0,2249,1,2,29
26.0,27.0,0.0,17.0,4.0,1691,1,1,27
15.0,25.0,177.3699951171875,7.239999771118164,7.0,1656,1,2,0
25.0,0.0,0.0,17.0,4.0,1382,1,1,16
7.0,6.0,82.0,1.0,4.0,2103,1,2,0
18.0,27.0,22.0,9.0,4.0,1608,1,1,9
9.0,16.0,130.0,1.0,4.0,1880,1,2,25
5.0,16.0,37.0,12.0,4.0,707,1,1,17
2.0,6.0,0.0,17.0,4.0,1762,1,2,0
12.0,17.0,0.0,17.0,4.0,1900,0,9,23
26.0,27.0,0.0,17.0,4.0,329,1,1,17
3.0,27.0,22.0,9.0,4.0,2047,1,1,27
8.0,16.0,0.0,17.0,4.0,2378,1,2,30
22.0,27.0,25.0,13.0,4.0,1535,1,1,17
2.0,6.0,27.0,13.0,4.0,1548,1,1,22
27.0,24.0,229.0,8.0,4.0,1920,1,1,16
22.0,25.0,11.0,9.0,4.0,306,1,1,24
2.0,6.0,4.0,11.0,4.0,863,1,2,0
2.0,7.0,71.0,10.0,4.0,417,1,2,0
9.0,27.0,0.0,17.0,4.0,989,1,2,0
25.0,16.0,46.0,5.0,4.0,838,1,1,17
3.0,25.0,0.0,17.0,4.0,765,1,2,0
17.0,25.0,7.0,12.0,2.0,175,1,1,16
10.0,6.0,97.0,1.0,4.0,2218,1,2,0
5.0,25.0,37.0,12.0,4.0,15,1,2,0
4.0,12.0,0.0,17.0,4.0,2160,1,1,9
6.0,25.0,0.0,17.0,3.0,471,1,2,0
29.0,2.0,0.0,17.0,4.0,2400,1,1,11
10.0,25.0,58.0,12.0,2.0,2019,1,2,0
1.0,16.0,0.0,17.0,4.0,1008,1,2,12
3.0,6.0,0.0,17.0,4.0,1031,1,1,17
23.0,25.0,0.0,17.0,4.0,1686,1,2,0
8.0,16.0,114.0,1.0,4.0,819,1,1,17
4.0,6.0,0.0,17.0,4.0,1977,1,2,0
25.0,25.0,0.0,17.0,4.0,1117,1,2,0
1.0,27.0,22.0,13.0,4.0,2,1,1,9
7.0,6.0,642.0,5.0,4.0,265,1,1,27
7.0,6.0,687.0,8.0,4.0,138,1,1,17
22.0,16.0,95.0,1.0,4.0,1880,1,2,25
25.0,1.0,81.0,12.0,4.0,1957,1,1,16
7.0,25.0,0.0,17.0,3.0,556,1,2,0
7.0,25.0,0.0,17.0,3.0,228,1,2,0
8.0,25.0,44.0,8.0,4.0,489,1,2,0
25.0,25.0,60.0,12.0,4.0,1591,1,1,16
5.0,16.0,506.0,9.0,4.0,2080,1,1,9
7.0,25.0,0.0,17.0,3.0,1677,1,2,0
4.0,25.0,0.0,17.0,4.0,1574,1,1,24
23.0,27.0,0.0,17.0,4.0,2270,1,1,27
17.0,25.0,9.0,14.0,2.0,2151,1,1,16
23.0,25.0,34.0,12.0,4.0,773,1,2,0
10.0,6.0,0.0,17.0,4.0,1163,1,2,0
10.0,25.0,0.0,17.0,4.0,2272,1,1,27
2.0,25.0,47.0,5.0,4.0,508,1,2,0
10.0,6.0,0.0,17.0,4.0,2272,1,1,27
23.0,5.0,71.0,1.0,4.0,2355,1,1,17
10.0,27.0,17.0,12.0,4.0,94,1,2,0
7.0,10.0,601.0,5.0,4.0,2263,1,1,27
5.0,6.0,76.0,17.0,4.0,1220,1,1,27
16.0,21.0,40.0,8.0,4.0,2144,1,1,16
2.0,6.0,99.0,5.0,4.0,705,1,1,17
4.0,12.0,17.0,12.0,4.0,943,1,1,17
16.0,25.0,9.0,9.0,2.0,2044,1,1,32
17.0,14.0,0.0,17.0,2.0,1421,1,1,17
1.0,9.0,61.0,1.0,4.0,1064,1,1,17
30.0,6.0,66.0,5.0,4.0,2112,1,1,27
7.0,6.0,53.0,5.0,4.0,1301,2,8,21
0.0,13.0,0.0,17.0,4.0,1788,1,1,17
2.0,12.0,90.0,1.0,4.0,277,1,2,0
5.0,6.0,93.0,1.0,4.0,877,2,8,21
9.0,27.0,78.0,1.0,4.0,1847,1,1,17
4.0,6.0,118.0,5.0,4.0,877,2,8,21
25.0,25.0,142.0,1.0,4.0,111,1,2,0
2.0,6.0,0.0,17.0,4.0,1697,1,1,27
23.0,7.0,0.0,17.0,4.0,128,1,1,24
26.0,1.0,9.0,9.0,4.0,2410,1,1,16
2.0,6.0,14.0,12.0,4.0,1505,1,1,27
17.0,25.0,0.0,17.0,4.0,335,1,1,16
24.0,12.0,41.0,5.0,4.0,1360,1,2,0
3.0,9.0,50.0,8.0,4.0,377,1,1,17
27.0,24.0,267.0,1.0,4.0,1585,1,1,16
1.0,7.0,0.0,17.0,4.0,2046,1,1,27
26.0,6.0,72.0,5.0,4.0,1353,1,1,9
7.0,6.0,23.0,13.0,4.0,137,1,1,9
7.0,27.0,25.0,13.0,4.0,1911,1,1,17
2.0,10.0,23.0,12.0,4.0,938,1,1,9
25.0,16.0,22.0,10.0,4.0,1892,1,2,25
2.0,16.0,8.0,12.0,4.0,1869,1,2,25
7.0,0.0,0.0,17.0,4.0,1231,1,1,16
2.0,16.0,66.0,12.0,4.0,1869,1,2,25
10.0,5.0,0.0,17.0,2.0,913,1,1,9
4.0,12.0,8.0,12.0,2.0,1323,1,1,17
7.0,12.0,19.0,13.0,4.0,1489,1,1,17
25.0,16.0,120.0,1.0,4.0,1880,1,2,25
1.0,5.0,0.0,17.0,4.0,1915,1,1,17
8.0,5.0,96.0,5.0,4.0,2288,1,1,17
23.0,5.0,472.0,12.0,4.0,680,1,1,9
21.0,25.0,7.0,9.0,4.0,2044,1,1,32
23.0,16.0,0.0,17.0,4.0,2370,1,2,25
1.0,27.0,9.0,5.0,4.0,653,1,1,17
15.0,6.0,0.0,17.0,4.0,126,1,1,24
25.0,25.0,49.0,5.0,4.0,2011,1,2,0
25.0,16.0,155.0,1.0,4.0,822,1,1,17
6.0,25.0,12.0,12.0,2.0,954,1,2,0
10.0,25.0,0.0,17.0,3.0,1047,1,2,0
29.0,27.0,0.0,17.0,2.0,360,1,1,27
4.0,25.0,168.0,1.0,3.0,546,1,2,0
3.0,5.0,123.0,1.0,4.0,1271,1,1,17
3.0,5.0,24.0,13.0,4.0,1554,1,1,22
7.0,16.0,32.0,13.0,4.0,2123,1,1,9
3.0,16.0,78.0,9.0,4.0,733,1,1,17
3.0,27.0,78.0,9.0,4.0,597,1,2,0
2.0,27.0,102.0,5.0,4.0,2139,1,1,9
2.0,25.0,149.0,1.0,4.0,487,1,2,0
2.0,25.0,37.0,12.0,4.0,2064,1,1,24
2.0,25.0,37.0,12.0,4.0,2326,1,2,0
15.0,16.0,0.0,17.0,2.0,707,1,1,17
4.0,6.0,160.0,5.0,3.0,311,1,1,17
7.0,18.0,86.0,1.0,4.0,2069,1,1,16
2.0,25.0,260.0,1.0,4.0,778,1,2,0
2.0,25.0,0.0,17.0,4.0,735,1,2,0
10.0,12.0,225.0,5.0,4.0,1457,1,2,0
15.0,16.0,0.0,17.0,2.0,937,1,1,17
22.0,18.0,0.0,17.0,4.0,1159,1,1,27
15.0,16.0,64.0,5.0,4.0,2205,1,1,17
15.0,11.0,104.0,5.0,4.0,1570,1,5,10
3.0,27.0,21.0,12.0,4.0,1269,1,1,9
23.0,25.0,1152.0,10.0,6.0,596,1,2,0
7.0,25.0,506.0,8.0,6.0,1045,1,2,0
2.0,25.0,300.0,10.0,6.0,1045,1,2,0
10.0,25.0,597.0,12.0,6.0,2024,1,2,0
10.0,6.0,601.0,12.0,6.0,2204,2,8,21
5.0,25.0,775.0,10.0,6.0,412,1,2,0
6.0,6.0,603.0,12.0,6.0,875,1,2,0
6.0,6.0,602.0,12.0,6.0,2418,1,2,0
15.0,11.0,83.0,5.0,4.0,2423,1,5,10
1.0,12.0,0.0,17.0,4.0,691,2,8,21
2.0,19.0,14.0,12.0,4.0,1786,1,1,27
4.0,6.0,40.0,12.0,4.0,615,1,1,17
25.0,16.0,66.0,8.0,4.0,134,1,1,9
8.0,29.0,0.0,17.0,4.0,1508,1,1,27
2.0,7.0,104.0,8.0,4.0,1724,1,7,20
2.0,25.0,0.0,17.0,4.0,148,1,2,0
30.0,7.0,31.0,12.0,4.0,1781,1,1,27
4.0,6.0,590.0,12.0,6.0,2204,2,8,21
2.0,6.0,0.0,17.0,2.0,1598,1,2,0
25.0,25.0,16.0,9.0,4.0,2303,1,1,24
23.0,7.0,53.0,12.0,2.0,397,1,2,0
10.0,25.0,0.0,17.0,4.0,1559,1,1,24
7.0,25.0,24.0,12.0,4.0,568,1,2,0
26.0,25.0,48.0,1.0,4.0,1144,1,2,0
23.0,25.0,0.0,17.0,4.0,358,1,2,0
10.0,25.0,98.0,1.0,4.0,2000,1,2,0
6.0,25.0,0.0,17.0,3.0,1047,1,2,0
5.0,25.0,0.0,17.0,4.0,14,1,2,0
10.0,6.0,0.0,17.0,4.0,890,1,2,0
7.0,25.0,0.0,17.0,3.0,575,1,2,0
7.0,25.0,0.0,17.0,3.0,1674,1,2,0
7.0,25.0,8.0,8.0,4.0,2196,1,2,0
23.0,10.0,24.0,12.0,4.0,723,1,2,0
23.0,6.0,34.0,12.0,2.0,2098,1,2,29
22.0,25.0,45.0,12.0,2.0,1150,1,2,0
23.0,25.0,0.0,17.0,4.0,906,1,1,13
7.0,6.0,28.0,12.0,4.0,1798,1,2,0
7.0,25.0,0.0,17.0,6.0,2276,1,2,0
23.0,25.0,0.0,17.0,4.0,559,1,2,0
7.0,25.0,0.0,17.0,6.0,1052,1,2,0
23.0,16.0,7.0,10.0,4.0,841,1,1,17
2.0,12.0,74.0,12.0,4.0,994,1,2,0
2.0,12.0,0.0,17.0,4.0,599,1,1,17
